key,cn,comment
zel_00/715,<T030000:00000c8b>提灯用的灯油。\n\n<T06000a>想给提灯补充灯油时，\n<T06000b>把灯和油设到<T000010>或<T00000f>。,
zel_00/716,<T030000:00000c8c>洒在各种东西上。\n设定后用<T000010>或<T00000f>使用。,
zel_00/717,<T030000:00000c8d>提灯用的灯油。\n\n<T06000a>把油和提灯设到同一个按键（\n<T000010>或<T00000f>）<T06000b>就能补充。,
zel_00/718,<T030000:00000c86>红药水。\n\n* 设定后按<T000010>或<T00000f>喝下\n  就能<Tff0000:01>回复8颗心<Tff0000:00>。\n,
zel_00/719,<T030000:00000c8f>*基克尔自制汤。\n*想知道味道的话，\n设定后用<T000010>或<T00000f>喝喝看……,
zel_00/720,<T030000:00000c90><T06000a>死亡之山有名的\n<T06000b>温泉水。\n<T06000a>设定后按<T000010>或<T00000f>喝下就能<Tff0000:01>\n<T06000b>回复所有心<Tff0000:00>。\n<T06000a>凉了以后就只是普通的水。,
zel_00/721,<T030000:00000c43><T06000a>你耗尽力气倒下时，它会给你<Tff0000:01>心<Tff0000:00>\n<T06000b>让你复活。\n<T06000a>设定后按<T000010>或<T00000f>使用，\n<T06000b>就能立刻回复<Tff0000:01>8颗心<Tff0000:00>。\n<T06000b>（在水里无法复活。）,
zel_00/722,<T030000:00000c90><T06000a>死亡之山有名的\n<T06000b>温泉水。\n<T06000a>设定后按<T000010>或<T00000f>喝下就能<Tff0000:01>\n<T06000b>回复所有心<Tff0000:00>。\n<T06000a>凉了以后就只是<Tff0000:03>水<Tff0000:00>。,
zel_00/723,,
zel_00/724,,
zel_00/725,<T030000:00000c95>*设定后用<T000010>或<T00000f>放下，\n按<T00000a>放置。跑动时按<T00000a>投掷。\n*与<Tff0000:01>勇者之弓<Tff0000:00>组合，\n就能做成<Tff0000:01>炸弹箭<Tff0000:00>。,
zel_00/726,<T030000:00000c96>*能在水里使用的炸弹。\n*设定后用<T000010>或<T00000f>放下，\n按<T00000a>放置。跑动时按<T00000a>投掷。\n*与<Tff0000:01>勇者之弓<Tff0000:00>组合，\n就能做成<Tff0000:01>炸弹箭<Tff0000:00>。,
zel_00/727,<T030000:00000c97>*会自己动的小炸弹。\n*设定后按<T000010>或<T00000f>，\n再按<T00000a>放开就会自动爆炸。\n*与<Tff0000:01>勇者之弓<Tff0000:00>组合，\n就能做成<Tff0000:01>炸弹箭<Tff0000:00>。,
zel_00/728,<T030000:00000c98>精灵守护的神圣之水。\n\n<T06000a>设定后按<T000010>或<T00000f>喝下就能<Tff0000:01>\n<T06000b>回复所有心<Tff0000:00>，<Tff0000:01>并提升\n<T06000b>攻击力<Tff0000:00>一段时间！,
zel_00/729,<T030000:00000c99>*能增加鱼咬钩次数的\n鱼饵。拿着钓竿把它\n设到<T000010>或<T00000f>，\n就能当鱼饵使用。,
zel_00/730,<T030000:00000c9a>精灵守护的神圣之水。\n\n<T06000a>设定后按<T000010>或<T00000f>喝下就能<Tff0000:01>\n<T06000b>回复所有心<Tff0000:00>，<Tff0000:01>并提升\n<T06000b>攻击力<Tff0000:00>一段时间！,
zel_00/731,<T030000:00000c9b>从蜂巢里取出的蜂蛹。\n\n<T06000a>和钓竿一起设到<T000010>或<T00000f>，\n<T06000b>就能当鱼饵用。\n<T06000a>设定后按<T000010>或<T00000f>吃下<Tff0000:01>它<Tff0000:00>，<Tff0000:01>可\n<T06000b>每只回复1/4颗心<Tff0000:00>。,
zel_00/732,<T030000:00000c9c><Tff0000:08>珍贵丘丘<Tff0000:00>的营养胶。\n\n<T06000a>设定后按<T000010>或<T00000f>喝下就能<Tff0000:01>\n<T06000b>回复所有心<Tff0000:00>，<Tff0000:01>并提升\n<T06000b>攻击力<Tff0000:00>一段时间！,
zel_00/733,<T030000:00000c9d><Tff0000:01>红色丘丘<Tff0000:00>的营养胶。\n\n<T06000a>设定后按<T000010>或<T00000f>喝下就能\n<T06000b><Tff0000:01>回复8颗心<Tff0000:00>。,
zel_00/734,<T030000:00000c9e><Tff0000:03>蓝色丘丘<Tff0000:00>的营养胶。\n\n<T06000a>设定后按<T000010>或<T00000f>喝下就能<Tff0000:01>\n<T06000b>回复所有心<Tff0000:00>。,
zel_00/735,,
zel_00/736,<T030000:00000ca0><Tff0000:04>黄色丘丘<Tff0000:00>的油胶。\n\n<T06000a>把油和提灯设到<T000010>或<T00000f>，\n<T06000b>就能补充灯油。,
zel_00/737,<T030000:00000ca1><Tff0000:06>紫色丘丘<Tff0000:00>的可疑胶。\n\n<T06000a>设定后按<T000010>或<T00000f>喝下。\n<T06000b>谁也不知道会怎么样……,
zel_00/738,<T030000:00000ca2><T06000a>耶托自制汤。\n<T06000a>闻起来是鱼汤的味道。\n<T06000a>设定后按<T000010>或<T00000f>喝下，\n<T06000b>就能<Tff0000:01>回复2颗心<Tff0000:00>。,
zel_00/739,<T030000:00000ca3>*耶托自制汤。\n闻起来是南瓜味。\n*设定后按<T000010>或<T00000f>喝下就能\n<Tff0000:01>补充4颗心<Tff0000:00>。,
zel_00/740,<T030000:00000ca4>*耶托自制汤。\n能闻到奶酪的味道。\n*设定后按<T000010>或<T00000f>喝下就能\n<Tff0000:01>补充8颗心<Tff0000:00>。,
zel_00/741,<T030000:00000ca5>雷纳德写给托尔玛的信。\n\n<T06000a>上面写着如何治疗\n<T06000b>伊莉娅的失忆。\n<T06000a>想给别人看时，按<T000010>或<T00000f>\n<T06000b>就能展示。,
zel_00/742,<T030000:00000ca6>医生喝酒欠下的账单。\n\n<T06000a>金额高得吓人。\n<T06000a>想给别人看时，按<T000010>或<T00000f>\n<T06000b>就能展示。,
zel_00/743,<T030000:00000ca7>据说曾经属于伊莉娅的\n造型古怪的石像。\n\n<T06000a>解开伊莉娅失忆之谜的线索。\n<T06000a>想给眼前的人看时，按<T000010>或<T00000f>\n<T06000b>就能展示。,
zel_00/744,<T030000:00000ca8>救过伊莉娅的女人\n保管的护身符。\n<T06000a>解开伊莉娅失忆之谜的线索。\n<T06000a>想给眼前的人看时，按<T000010>或<T00000f>\n<T06000b>就能展示。,
zel_00/745,<T030000:00000ca9>伊莉娅特意为\n<T000022>做的口哨。\n<T06000a>设定后按<T000010>或<T00000f>呼<T000022>\n<T06000b>没簧片也能叫它。,
zel_00/746,,
zel_00/747,,
zel_00/748,,
zel_00/749,,
zel_00/750,,
zel_00/751,,
zel_00/752,,
zel_00/753,,
zel_00/754,,
zel_00/755,,
zel_00/756,,
zel_00/757,<T030000:00000cb5>*拉夫雷尔写给海利亚湖\n费舍的便条。\n*设定后按<T000010>或<T00000f>给费舍看。,
zel_00/758,<T030000:00000cb6>*亚什说见过的巨人\n抱着鱼的画。\n*想给别人看时，\n设定后按<T000010>或<T00000f>。,
zel_00/759,,
zel_00/760,,
zel_00/761,,
zel_00/762,,
zel_00/763,,
zel_00/764,,
zel_00/765,,
zel_00/766,,
zel_00/767,,
zel_00/768,,
zel_00/769,,
zel_00/770,<T030000:00000cc2>提灯需要的灯油。\n\n<T06000a>想给提灯补充时，把提灯\n<T06000b>和油设到<T000010>或<T00000f>。,
zel_00/771,,
zel_00/772,<T030000:00000cc4><T06000a>来自<Tff0000:07>黑色丘丘<Tff0000:00>的胶。<Tff0000:07>\n<Tff0000:00><T06000a>盖着盖子也很臭。\n<T06000a>好像设定后按\n<T06000b><T000010>或<T00000f>就能喝，不过……,
zel_00/773,,
zel_00/774,精灵交给你的\n珍贵容器。用它来\n收集光之滴。,
zel_00/775,精灵交给你的\n珍贵容器。用它来\n收集光之滴。,
zel_00/776,精灵交给你的\n珍贵容器。用它来\n收集光之滴。,
zel_00/777,,
zel_00/778,连接光与影的阴影之镜\n的一部分。\n集齐所有碎片就能复原。,
zel_00/779,连接光与影的阴影之镜\n的一部分。\n集齐所有碎片就能复原。,
zel_00/780,连接光与影的镜子。\n从镜中射出的光芒会\n打开通往黄昏之地的道路。,
zel_00/781,,
zel_00/782,,
zel_00/783,,
zel_00/784,,
zel_00/785,,
zel_00/786,,
zel_00/787,,
zel_00/788,,
zel_00/789,伊莉娅总是随身带着的\n小包的气味。你在\n拉聂尔地区找到的。,
zel_00/790,,
zel_00/791,潜伏在沙漠刑场\n附近的幽灵\n身上的气味。,
zel_00/792,臭鱼的气味。这种\n神圣的鱼只栖息在\n卓拉领地。,
zel_00/793,陌默村孩子们的气味，\n留在了你在奥尔汀\n地区找到的木刀上。,
zel_00/794,城里的医生不小心\n洒在木雕上的\n药的气味。,
zel_00/795,,
zel_00/796,,
zel_00/797,,
zel_00/798,,
zel_00/799,,
zel_00/800,,
zel_00/801,,
zel_00/802,,
zel_00/803,,
zel_00/804,,
zel_00/805,金色身体的<T060002>甲虫。\n在费罗尼地区的\n平原上发现的。,
zel_00/806,金色身体的<T060003>甲虫。\n在费罗尼地区的\n平原上发现的。,
zel_00/807,<T030000:00000ce7>金色身体的<T060002>蝴蝶。\n在城邑西边的\n平原上发现的。,
zel_00/808,<T030000:00000ce8>金色身体的<T060003>蝴蝶。\n在城邑西边的\n平原上发现的。,
zel_00/809,金色身体的<T060002>锹形\n虫。在海拉鲁城堡\n北边的平原上发现。,
zel_00/810,金色身体的<T060003>锹形\n虫。在海拉鲁城堡\n北边的平原上发现。,
zel_00/811,金色身体的<T060002>蚱蜢。\n在卡卡利科村\n北边的平原上发现。,
zel_00/812,金色身体的<T060003>蚱蜢。\n在卡卡利科村\n北边的平原上发现。,
zel_00/813,金色身体的<T060002>竹节虫。\n在奥尔汀大桥\n发现的。,
zel_00/814,金色身体的<T060003>竹节虫。\n在奥尔汀大桥\n发现的。,
zel_00/815,金色身体的<T060002>西瓜虫。\n在卡卡利科峡谷\n附近发现的。,
zel_00/816,金色身体的<T060003>西瓜虫。\n在卡卡利科峡谷\n附近发现的。,
zel_00/817,金色身体的<T060002>螳螂。\n在海利亚大桥\n发现的。,
zel_00/818,金色身体的<T060003>螳螂。\n在海利亚大桥\n发现的。,
zel_00/819,金色身体的<T060002>瓢虫。\n在城邑南边的\n平原上发现的。,
zel_00/820,金色身体的<T060003>瓢虫。\n在城邑南边的\n平原上发现的。,
zel_00/821,金色身体的<T060002>蜗牛。\n在森之圣域\n发现的。<Tff0001:004b>（其实可能是<T060003>。）,
zel_00/822,金色身体的<T060003>蜗牛。\n在森之圣域\n发现的。<Tff0001:004b>（其实可能是<T060002>。）,
zel_00/823,金色身体的<T060002>蜻蜓。\n在卓拉河瀑布潭\n附近发现的。,
zel_00/824,金色身体的<T060003>蜻蜓。\n在卓拉河上游\n发现的。,
zel_00/825,金色身体的<T060002>蚂蚁。\n在卡卡利科村的\n墓地里发现的。,
zel_00/826,金色身体的<T060003>蚂蚁。\n在卡卡利科村发现的。,
zel_00/827,金色身体的<T060002>蜉蝣。\n在格鲁德沙漠\n发现的。,
zel_00/828,金色身体的<T060003>蜉蝣。\n在格鲁德沙漠\n发现的。,
zel_00/829,,
zel_00/830,,
zel_00/831,,
zel_00/832,,
zel_00/833,,
zel_00/834,,
zel_00/835,,
zel_00/836,,
zel_00/837,只有敏锐的感知才能\n看见幽灵身上的魂。,
zel_00/838,,
zel_00/839,,
zel_00/840,,
zel_00/841,,
zel_00/842,,
zel_00/843,,
zel_00/844,,
zel_00/845,,
zel_00/846,<T030000:00000d0e>用古代天空语写成的书。\n有些文字已经缺失。\n\n<T06000a>通往天空的提示。\n<T06000a>想给眼前的人看时，\n<T06000b>按<T000010>或<T00000f>展示。,
zel_00/847,<T030000:00000d0f>用古代天空文字写成的书。\n还有一些文字缺失。\n\n<T06000a>通往天空的提示。\n<T06000a>想给眼前的人看时，\n<T06000b>按<T000010>或<T00000f>展示。,
zel_00/848,<T030000:00000d10>用古代天空语写成的书。\n缺失的文字已全部补全。\n\n<T06000a>通往天空的重要线索。\n<T06000a>想给眼前的人看时，\n<T06000b>按<T000010>或<T00000f>展示。,
zel_00/849,<T030000:00000d11><T06000a>设定后用<T000010>或<T00000f>召唤她，\n<T06000b>她就会带你离开迷宫。\n<T06000b>在迷宫外再次召唤，\n<T06000b>就能回到原来的地方。\n<T06000a>出去后走回迷宫，\n<T06000b>阿姨会出现在入口。,
zel_00/850,,
zel_00/851,,
zel_00/852,,
zel_00/853,,
zel_00/854,,
zel_00/855,,
zel_00/856,,
zel_00/857,<T06000a>陌默南瓜的气味让你想起\n<T06000b>家乡。\n<T06000a>做汤非常美味。,
zel_00/858,<T06000a>用陌默山羊奶\n<T06000b>做成的奶酪。\n<T06000a>能让汤变得香醇。,
zel_00/859,<T06000a>雪山之巅的宅邸里\n<T06000b>藏着阴影之镜碎片的\n<T06000b>卧室钥匙。,
zel_00/860,,
zel_00/861,<T030000:00000c6d>照亮黑暗的必需品。\n\n<T06000a>设定后按<T000010>或<T00000f>点燃，按<T00000a>\n<T06000b>站着不动就能熄灭。\n<T06000a>点燃时再按设定它的\n<T06000b>按键就能点火。\n<T06000a>需要灯油才能使用。,
zel_00/862,<T06000a>关着变身后鼓隆长老\n<T06000b>的房间钥匙碎片。\n<T06000a>集齐3块就能复原。,
zel_00/863,,
zel_00/864,迷宫首领房间的\n钥匙。,
zel_00/865,,
zel_00/866,<T06000a>关着变成怪物的\n<T06000b>鼓隆族的房间钥匙。,
zel_00/867,,
zel_00/868,,
zel_00/869,地图,
zel_00/870,罗盘,
zel_00/871,首领房间的钥匙,
zel_00/872,详细,
zel_00/873,返回,
zel_00/874,选择,
zel_00/875,地下1楼,
zel_00/876,1楼,
zel_00/877,2楼,
zel_00/878,3楼,
zel_00/879,4楼,
zel_00/880,海拉鲁城堡,
zel_00/881,森之神殿,
zel_00/882,鼓隆矿山,
zel_00/883,湖底神殿,
zel_00/884,沙漠刑场,
zel_00/885,雪山废墟,
zel_00/886,时之神殿,
zel_00/887,天空都市,
zel_00/888,影之宫殿,
zel_00/889,用疾风飞旋镖的魔法\n把炸弹送到敌人身边！\n按住<T00000f>，用<T000023>瞄准，再用<T00000d>或\n<T00000e>锁定目标！,
zel_00/890,缩放,
zel_00/891,移动,
zel_00/892,操作提示\n按<T00000e><Tff0000:01>防御<Tff0000:00>敌人的\n攻击。按<T00000d><Tff0000:01>锁定<Tff0000:00>\n敌人和物体。,
zel_00/893,举着物体时，按<Tff0000:01><T00000d>\n锁定<Tff0000:00>，再按<Tff0000:01><T00000a><Tff0000:00>，<Tff0000:01>投掷<Tff0000:00>。\n<Tff0000:01>命中目标<Tff0000:00>。,
zel_00/894,首先按住<T00000f>，用<T000023>\n锁定炸弹。瞄准要攻击的\n物体，用<T000025:00000000>瞄准，\n再按<T00000d>或<T00000e>锁定！,
zel_00/895,旋转,
zel_00/896,道具,
zel_00/897,游戏结束,
zel_00/898,林克,
zel_00/899,伊波娜,
zel_00/900,输入马名,
zel_00/901,输入名字,
zel_00/902,平假名,
zel_00/903,片假名,
zel_00/904,英文,
zel_00/905,<T060006>,
zel_00/906,结束,
zel_00/907,ABC,
zel_00/908,abc,
zel_00/909,<T060006>,
zel_00/910,结束,
zel_00/911,,
zel_00/912,插槽A中找不到存储卡。\n请确认存储卡\n是否已插入。<T000036:001e>,
zel_00/913,插槽A中的存储卡已损坏\n无法使用。<T000036:001e>,
zel_00/914,插槽A的设备不对\n请插入存储卡。<T000036:001e>,
zel_00/915,插槽A的存储卡\n不兼容。<T000036:001e>,
zel_00/916,插槽A中存储卡的数据\n已损坏，需要格式化。\n要格式化吗？<T000036:001e>,
zel_00/917,是,
zel_00/918,否,
zel_00/919,插槽A的存储卡上没有足够的\n可用空间，或者文件数量过多。\n要保存本游戏，至少需要\n1个存档文件和12个\n空闲存储块。<T000036:001e>,
zel_00/920,要管理你的存储卡内容，\n请使用存储卡画面。<T000036:001e>\n,
zel_00/921,格式化时可能\n发生了错误。<T000036:001e>,
zel_00/922,格式化完成。<T000036:001e>,
zel_00/923,正在格式化。\n\n<Tff0000:01>请勿触碰插槽A中的\n存储卡或电源按钮。<Tff0000:00><T000036:001e>,
zel_00/924,格式化会清除插槽A中\n存储卡上的所有数据。\n仍要格式化吗？<T000036:001e>,
zel_00/925,是,
zel_00/926,否,
zel_00/927,插槽A中的存储卡\n无法用于本游戏。<T000036:001e>,
zel_00/928,要打开游戏机的存储卡\n画面吗？\n（开机时按住A键，\n同样能打开这个\n画面。）<T000036:001e>,
zel_00/929,无法保存，但还是要\n开始游戏吗？<T000036:001e>,
zel_00/930,是,
zel_00/931,否,
zel_00/932,要在插槽A的存储卡上\n创建存档吗？<T000036:001e>,
zel_00/933,是,
zel_00/934,否,
zel_00/935,插槽A的存储卡上\n没有存档文件。<T000036:001e>,
zel_00/936,创建存档文件时\n可能发生了错误。<T000036:001e>,
zel_00/937,正在创建存档文件。\n\n<Tff0000:01>请勿触碰插槽A的\n存储卡或电源按钮。<T000036:001e>,
zel_00/938,文件已创建。<T000036:001e>,
zel_00/939,无法保存。插槽A中\n找不到存储卡。\n请确认是否已插入\n存储卡。<T000036:001e>,
zel_00/940,无法保存。插槽A中的\n存储卡已损坏，\n无法使用。请把\n能用的存储卡插入插槽A。<T000036:001e>,
zel_00/941,无法保存。插槽A中插入的\n不是存储卡。请把存储卡\n插入插槽A。<T000036:001e>,
zel_00/942,无法保存。插槽A中的\n存储卡不兼容。请把\n兼容的存储卡插入\n插槽A。<T000036:001e>,
zel_00/943,无法保存。插槽A中\n找不到存储卡。\n请确认是否已插入\n存储卡。<T000036:001e>,
zel_00/944,无法保存。插槽A中的\n存储卡数据已损坏\n无法使用，需要先\n格式化。要格式化吗？<T000036:001e>,
zel_00/945,是,
zel_00/946,否,
zel_00/947,无法保存。插槽A中\n找不到存储卡。\n请确认是否已插入\n存储卡。<T000036:001e>,
zel_00/948,无法保存。插槽A的\n存储卡上没有足够的\n空间，或者文件数量过多。\n要保存本游戏，至少需要\n1个存档文件和12个\n空闲存储块。<T000036:001e>,
zel_00/949,请把有剩余空间的\n存储卡插入插槽A，\n或者在存储卡画面中\n管理存储卡内容。<T000036:001e>,
zel_00/950,格式化时可能\n发生了错误。<T000036:001e>,
zel_00/951,格式化完成。<T000036:001e>,
zel_00/952,正在格式化……\n\n<Tff0000:01>请勿触碰插槽A的\n存储卡或电源按钮。<Tff0000:00><T000036:001e>,
zel_00/953,格式化插槽A中的存储卡\n会清除之前保存的所有数据。\n要格式化吗？<T000036:001e>,
zel_00/954,是,
zel_00/955,否,
zel_00/956,无法保存。插槽A中的\n存储卡无法用于本游戏。\n请插入兼容的\n存储卡。<T000036:001e>,
zel_00/957,当前的游戏数据\n不会保存。可以吗？<T000036:001e>,
zel_00/958,是,
zel_00/959,否,
zel_00/960,要打开游戏机的\n存储卡画面吗？（开机\n时按住A键，同样能\n打开这个画面。）<T000036:001e>,
zel_00/961,在插槽A的存储卡上\n为本游戏创建存档吗？<T000036:001e>,
zel_00/962,是,
zel_00/963,否,
zel_00/964,无法保存。插槽A的\n存储卡上没有本游戏的\n存档文件。<T000036:001e>,
zel_00/965,正在创建文件……\n\n<Tff0000:01>请勿触碰插槽A的\n存储卡或电源按钮。<Tff0000:00><T000036:001e>,
zel_00/966,创建存档文件时\n可能发生了错误。<T000036:001e>,
zel_00/967,存档文件已创建。<T000036:001e>,
zel_00/968,正在保存…请勿触碰\n插槽A存储卡和电源按钮。<T000036:001e>,
zel_00/969,无法保存。\n\n插槽A中的\n存储卡已更换。<T000036:001e>,
zel_00/970,已保存。要继续吗？<T000036:001e>,
zel_00/971,是,
zel_00/972,否,
zel_00/973,保存时可能\n发生了错误。<T000036:001e>,
zel_00/974,要保存吗？,
zel_00/975,要继续游戏吗？,
zel_00/976,保存时间,
zel_00/977,总游戏时间,
zel_00/978,插槽A的存储卡上有\n本游戏的存档。要把\n数据转到Wii上吗？<T000036:001e>,
zel_00/979,系统存储器中的数据将被\n删除，且无法恢复。\n确定要继续吗？,
zel_00/980,插槽A中找不到存储卡。\n要从存储卡复制存档数据，\n请重新开始游戏。,
zel_00/981,清除,
zel_00/982,翻滚,
zel_00/983,抓紧,
zel_00/984,8楼,
zel_00/985,7楼,
zel_00/986,地下2楼,
zel_00/987,地下3楼,
zel_00/988,5楼,
zel_00/989,6楼,
zel_00/990,移动,
zel_00/991,旋转,
zel_00/992,地图,
zel_00/993,收藏品,
zel_00/994,选择,
zel_00/995,开始！,
zel_00/996,山羊入栏！,
zel_00/997,光之容器已装满\n光之滴！快把它送到\n精灵那里！,
zel_00/998,提示,
zel_00/999,X/Y切换,
zel_00/1000,道具选择,
zel_00/1001,松开,
zel_00/1002,窥视,
zel_00/1003,攻击,
zel_00/1004,收起,
zel_00/1005,嚎叫,
zel_00/1006,打开,
zel_00/1007,进入,
zel_00/1008,调查,
zel_00/1009,冲刺,
zel_00/1010,蹲下,
zel_00/1011,防御,
zel_00/1012,拿起,
zel_00/1013,挖掘,
zel_00/1014,食用,
zel_00/1015,选择,
zel_00/1016,切换,
zel_00/1017,返回,
zel_00/1018,投掷,
zel_00/1019,放置,
zel_00/1020,抓取,
zel_00/1021,游泳,
zel_00/1022,骑乘,
zel_00/1023,骑乘,
zel_00/1024,举起,
zel_00/1025,拿起,
zel_00/1026,划桨,
zel_00/1027,跳跃,
zel_00/1028,读,
zel_00/1029,看,
zel_00/1030,说话,
zel_00/1031,挥动,
zel_00/1032,继续,
zel_00/1033,锁定,
zel_00/1034,缩放,
zel_00/1035,呼喊,
zel_00/1036,确认,
zel_00/1037,退出,
zel_00/1038,拾取,
zel_00/1039,吹气,
zel_00/1040,闪避,
zel_00/1041,砍,
zel_00/1042,结束,
zel_00/1043,释放,
zel_00/1044,下马,
zel_00/1045,下来,
zel_00/1046,落下,
zel_00/1047,拿起,
zel_00/1048,拿起,
zel_00/1049,赶快,
zel_00/1050,下拉,
zel_00/1051,抚摸,
zel_00/1052,拿起,
zel_00/1053,盾击,
zel_00/1054,听,
zel_00/1055,喝,
zel_00/1056,缩放,
zel_00/1057,遮挡,
zel_00/1058,推,
zel_00/1059,抵抗,
zel_00/1060,组装,
zel_00/1061,跳过,
zel_00/1062,拍打,
zel_00/1063,嗅,
zel_00/1064,咬,
zel_00/1065,系上,
zel_00/1066,趴下,
zel_00/1067,翻滚,
zel_00/1068,重试,
zel_00/1069,冲刺,
zel_00/1070,潜水,
zel_00/1071,嗅,
zel_00/1072,无法跳过,
zel_00/1073,感知,
zel_00/1074,投掷,
zel_00/1075,落地,
zel_00/1076,勾住,
zel_00/1077,换锁,
zel_00/1078,装备,
zel_00/1079,拉,
zel_00/1080,收线,
zel_00/1081,取出,
zel_00/1082,旋转,
zel_00/1083,切换,
zel_00/1084,回旋斩,
zel_00/1085,快速收线,
zel_00/1086,举起,
zel_00/1087,放开,
zel_00/1088,调查,
zel_00/1089,地图,
zel_00/1090,道具,
zel_00/1091,跳跃,
zel_00/1092,插入,
zel_00/1093,拔出,
zel_00/1094,攻击,
zel_00/1095,,
zel_00/1096,跳跃,
zel_00/1097,翻,
zel_00/1098,切换视角,
zel_00/1099,缩放,
zel_00/1100,返回,
zel_00/1101,森之神殿<T000004:003c>,
zel_00/1102,鼓隆矿山<T000004:003c>,
zel_00/1103,湖底神殿<T000004:003c>,
zel_00/1104,沙漠刑场<T000004:003c>,
zel_00/1105,雪山废墟<T000004:003c>,
zel_00/1106,时之神殿<T000004:003c>,
zel_00/1107,天空都市<T000004:003c>,
zel_00/1108,影之宫殿<T000004:003c>,
zel_00/1109,海拉鲁城堡<T000004:003c>,
zel_00/1110,陌默牧场<T000004:003c>,
zel_00/1111,陌默村<T000004:003c>,
zel_00/1112,卡卡利科村<T000004:003c>,
zel_00/1113,卓拉河<T000004:003c>,
zel_00/1114,卓拉领地<T000004:003c>,
zel_00/1115,费罗尼森林<T000004:003c>,
zel_00/1116,海利亚湖<T000004:003c>,
zel_00/1117,死亡之山<T000004:003c>,
zel_00/1118,墓地<T000004:003c>,
zel_00/1119,格鲁德沙漠<T000004:003c>,
zel_00/1120,雪山之巅<T000004:003c>,
zel_00/1121,藏镜处<T000004:003c>,
zel_00/1122,海拉鲁平原<T000004:003c>,
zel_00/1123,森之圣域<T000004:003c>,
zel_00/1124,海拉鲁城邑<T000004:003c>,
zel_00/1125,塞拉杂货店<T000004:003c>,
zel_00/1126,玛罗商店<T000004:003c>,
zel_00/1127,邦兹炸弹店<T000004:003c>,
zel_00/1128,玛罗商店城邑店<T000004:003c>,
zel_00/1129,星之帐篷<T000004:003c>,
zel_00/1130,托尔玛酒馆<T000004:003c>,
zel_00/1131,英帕莱斯占卜馆<T000004:003c>,
zel_00/1132,凤蝶城堡<T000004:003c>,
zel_00/1133,乔凡尼之家<T000004:003c>,
zel_00/1134,忘却之村<T000004:003c>,
zel_00/1135,城邑地下水道<T000004:003c>,
zel_00/1136,<T030000:00000492>城邑西街<T000004:003c>,
zel_00/1137,城邑中央广场<T000004:003c>,
zel_00/1138,城邑南街<T000004:003c>,
zel_00/1139,<T030000:00000491>城邑东街<T000004:003c>,
zel_00/1140,鱼塘<T000004:003c>,
zel_00/1141,卓拉河上游<T000004:003c>,
zel_00/1142,海利亚大桥<T000004:003c>,
zel_00/1143,咬,
zel_00/1144,移动,
zel_00/1145,收藏品,
zel_00/1146,区域地图,
zel_00/1147,抓住,
zel_00/1148,观察,
zel_00/1149,挖掘,
zel_00/1150,机会,
zel_00/1151,<Tff0001:0052>影之寄生虫\n<Tff0001:0064>迪亚巴巴<T000004:003c>,
zel_00/1152,<Tff0001:0052>影之引火者<Tff0001:0064>\n菲鲁斯<T000004:005a>,
zel_00/1153,<Tff0001:0052>影之水生兽<Tff0001:0064>\n莫菲鲁<T000004:005a>,
zel_00/1154,<Tff0001:0052>影之化石兽<Tff0001:0064>\n斯塔洛德<T000004:005a>,
zel_00/1155,<Tff0001:0052>影之冰巨块<Tff0001:0064>\n布利泽塔<T000004:005a>,
zel_00/1156,<Tff0001:0052>影之蜘蛛<Tff0001:0064>\n阿莫戈玛<T000004:005a>,
zel_00/1157,<Tff0001:0052>影之巨龙<Tff0001:0064>\n阿格罗克<T000004:005a>,
zel_00/1158,<Tff0001:0052>篡王<Tff0001:0064>\n藏特<T000004:005a>,
zel_00/1159,<Tff0001:0052>黑暗之王<Tff0001:0064>\n加农多夫<T000004:005a>,
zel_00/1160,帮助,
zel_00/1161,行动,
zel_00/1162,设置钩爪,
zel_00/1163,倾斜,
zel_00/1164,突刺,
zel_00/1165,旋转,
zel_00/1166,劈盔,
zel_00/1167,,
zel_00/1168,<Tff0001:0052>加农傀儡<Tff0001:0064>\n塞尔达<T000004:005a>,
zel_00/1169,<Tff0001:0052>魔兽<Tff0001:0064>\n加农<T000004:005a>,
zel_00/1170,城邑西街<T000004:003c>,
zel_00/1171,城邑东街<T000004:003c>,
zel_00/1172,,
zel_00/1173,,
zel_00/1174,,
zel_00/1175,,
zel_00/1176,,
zel_00/1177,,
zel_00/1178,,
zel_00/1179,,
zel_00/1180,,
zel_00/1181,,
zel_00/1182,,
zel_00/1183,,
zel_00/1184,,
zel_00/1185,,
zel_00/1186,,
zel_00/1187,,
zel_00/1188,,
zel_00/1189,<Tff0000:02>自然握住控制器，\n对准屏幕中央。\n光标偏高时，\n按<T000012><T000017>；偏低时按<T000012><T000016>。,
zel_00/1190,请选择关卡。,
zel_00/1191,暂停,
zel_00/1192,选择关卡,
zel_00/1193,选择,
zel_00/1194,返回,
zel_00/1195,确定,
zel_00/1196,开始,
zel_00/1197,感谢试玩本体验版,
zel_00/1198,开始,
zel_00/1199,把腕带套在手腕上。\n将控制器对准文件菜单，\n然后同时按下\n<T030001>和<T030002>。,
zel_00/1200,是,
zel_00/1201,否,
zel_00/1202,继续？,
zel_00/1203,确定退出？,
zel_00/1204,确认,
zel_00/1205,返回,
zel_00/1206,选择,
zel_00/1207,这与设置在<T00002e>的\n炸弹相同。要合并吗？\n用<T00000a>确认。,
